Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(small.intestine),expr(large.intestine),logexprSI,logexprLI
ESS2,9.41E-27,-0.20580908,0.056,0.035,3.45E-22,0.060826465,0.070116384,-1.215907421,-1.154180487
ESYT1,2.70E-10,-0.724663535,0.103,0.116,9.87E-06,0.137997314,0.228015047,-0.860129367,-0.642036493
ESYT2,1.77E-89,-0.930590208,0.31,0.355,6.47E-85,0.679744698,1.295608239,-0.167654171,0.112473701
ETF1,1.41E-44,-1.0296908,0.213,0.245,5.18E-40,0.323664115,0.660767874,-0.489905448,-0.17995108
ETFA,5.15E-241,0.354173273,0.466,0.319,1.88E-236,1.239072796,0.969305124,0.093096822,-0.013539491
ETFB,3.71E-289,0.450732227,0.538,0.394,1.36E-284,2.051827176,1.501218732,0.312140778,0.176443975
ETFRF1,1.15E-131,0.154192315,0.271,0.171,4.20E-127,0.415661088,0.373486276,-0.38126063,-0.427725352
ETHE1,5.66E-31,-0.600352961,0.442,0.436,2.07E-26,1.305548339,1.979295318,0.115792957,0.296510597
ETNK1,2.90E-09,-0.475423542,0.441,0.421,0.000106245,1.254057138,1.743516226,0.098317324,0.241425993
ETS1,3.88E-57,-0.908244944,0.035,0.063,1.42E-52,0.111290084,0.208841399,-0.95354353,-0.680183406
ETS2,6.20E-145,-1.160491201,0.293,0.362,2.27E-140,0.690231046,1.542880866,-0.16100551,0.188332393
ETV2,1.94E-15,-0.385496946,0.047,0.032,7.11E-11,0.041711917,0.054454709,-1.379739847,-1.263964559
ETV3,2.11E-28,-0.9809898,0.07,0.094,7.74E-24,0.094295301,0.186100161,-1.02550995,-0.73025325
ETV4,6.87E-40,-1.212503559,0.114,0.145,2.51E-35,0.13283084,0.307806041,-0.876701082,-0.511722861
ETV6,1.93E-23,-0.647910217,0.29,0.305,7.06E-19,0.708365639,1.10990671,-0.149742513,0.045286477
ETV7,9.37E-42,0.120143603,0.021,0.006,3.43E-37,0.018135516,0.016645348,-1.741470091,-1.778707122
EVA1B,1.99E-14,-0.915183167,0.017,0.026,7.27E-10,0.036927138,0.069614185,-1.432654356,-1.15730226
EVC,1.76E-15,-0.962686439,0.011,0.018,6.42E-11,0.01686653,0.032849617,-1.77297425,-1.483469691
EVI5,4.98E-14,-0.478581064,0.404,0.395,1.82E-09,1.028224478,1.432667407,0.012087938,0.156145381
EVL,1.37E-142,0.296962498,0.283,0.176,5.00E-138,0.58188744,0.473592609,-0.235161017,-0.324595084
EVPL,7.26E-17,-0.962288073,0.081,0.099,2.66E-12,0.102198834,0.199101783,-0.99055406,-0.700924851
EXD2,5.54E-46,0.2332797,0.093,0.058,2.03E-41,0.098125429,0.083432839,-1.008218434,-1.078662977
EXD3,1.91E-187,0.335085911,0.323,0.198,6.99E-183,0.662895844,0.525458606,-0.178554704,-0.27946149
EXO1,2.55E-21,0.270752717,0.034,0.02,9.32E-17,0.040329171,0.03338558,-1.394380701,-1.476441074
EXO5,4.80E-08,-0.256724747,0.023,0.016,0.001757356,0.021067026,0.025134086,-1.676396764,-1.599736895
EXOC3,3.24E-24,-0.322875271,0.12,0.089,1.19E-19,0.139830802,0.174868302,-0.854397152,-0.757288906
EXOC3L4,2.73E-286,1.26513871,0.187,0.071,9.98E-282,0.268845531,0.111805371,-0.570497178,-0.951537334
EXOC5,5.83E-93,0.161996648,0.205,0.13,2.14E-88,0.298007709,0.266313936,-0.525772501,-0.574606107
EXOC7,6.37E-60,0.116242277,0.242,0.174,2.33E-55,0.382901108,0.353218771,-0.416913377,-0.451956225
EXOC8,1.89E-22,-0.173564463,0.038,0.022,6.92E-18,0.037227251,0.041949191,-1.429139027,-1.377276407
EXOSC10,2.91E-54,0.114297733,0.157,0.106,1.07E-49,0.200800788,0.185465173,-0.697234588,-0.731737631
EXOSC2,7.75E-87,0.135215391,0.1,0.05,2.84E-82,0.101612253,0.092480155,-0.993053921,-1.033951453
EXOSC3,1.64E-139,0.273925748,0.214,0.122,6.01E-135,0.279878618,0.231435293,-0.553030279,-0.635570412
EXOSC5,7.94E-92,0.251312205,0.177,0.109,2.91E-87,0.230275868,0.19341957,-0.637751572,-0.713499586
EXOSC8,6.30E-87,-0.104632321,0.26,0.177,2.31E-82,0.411949654,0.442898424,-0.385155858,-0.353695865
EXPH5,6.47E-40,-1.002111693,0.093,0.124,2.37E-35,0.122739355,0.24581711,-0.911016165,-0.609387891
EXT1,3.24E-193,-0.890562449,0.537,0.562,1.19E-188,2.50899507,4.651398898,0.399499808,0.667583586
EXTL2,1.18E-22,-0.267898745,0.111,0.083,4.33E-18,0.151131417,0.181934365,-0.820645247,-0.740085261
EXTL3,7.11E-24,-0.132913212,0.043,0.026,2.60E-19,0.060610971,0.066422443,-1.21744876,-1.177685154
EZR,0,-1.442040792,0.544,0.6,0,2.700801209,7.338202234,0.431492619,0.865589676
EZR-AS1,9.73E-31,-2.371946188,0.005,0.014,3.56E-26,0.006618182,0.034295426,-2.179261276,-1.464763803
F10,1.04E-226,0.582009402,0.285,0.159,3.80E-222,0.596854162,0.398672389,-0.224131773,-0.399383841
F11,8.43E-21,0.738865765,0.01,0.003,3.08E-16,0.008505917,0.005049868,-2.070278879,-2.296719975
F13B,2.02E-36,3.108643752,0.011,0.001,7.39E-32,0.010840988,0.001200978,-1.964931149,-2.920464972
F2R,1.23E-197,0.601073863,0.14,0.054,4.50E-193,0.211560706,0.139428296,-0.674564993,-0.855649081
F2RL1,1.01E-11,-0.484621484,0.294,0.298,3.68E-07,0.609171215,0.852331496,-0.215260626,-0.069391463
F3,6.40E-37,0.253248568,0.085,0.055,2.34E-32,0.146234685,0.122649083,-0.834949606,-0.911335693
FA2H,3.32E-54,-1.060793647,0.138,0.179,1.22E-49,0.204930602,0.427481737,-0.688393184,-0.369082435
FAAP24,1.56E-20,-0.229519797,0.036,0.021,5.72E-16,0.031745727,0.037183675,-1.498314725,-1.429647688
FABP1,1.86E-124,-0.805211954,0.821,0.763,6.81E-120,14.40528063,25.17179741,1.158521723,1.400914228
FABP2,0,1.67240365,0.471,0.181,0,2.793983409,0.876504784,0.446223823,-0.057245709
FABP3,3.83E-07,-0.37010638,0.132,0.113,0.014018186,0.164205261,0.212192555,-0.784612933,-0.673269858
FABP5,8.15E-249,0.459890683,0.385,0.244,2.98E-244,1.464429563,1.064656225,0.165668487,0.027209398
FADD,1.18E-95,0.357773954,0.123,0.065,4.32E-91,0.121803606,0.095007969,-0.914339855,-1.022239967
FADS6,5.09E-38,0.128537732,0.055,0.03,1.86E-33,0.05807359,0.053082123,-1.236021323,-1.275051713
FAF1,3.88E-09,-0.175368147,0.438,0.381,0.000142134,1.254175051,1.416243126,0.098358157,0.151137815
FAH,8.17E-245,0.645100784,0.211,0.094,2.99E-240,0.258638387,0.165339605,-0.587307017,-0.781623105
FAHD1,1.58E-141,0.129009942,0.276,0.172,5.78E-137,0.404217745,0.369599297,-0.393384625,-0.432268864
FAHD2A,1.04E-86,0.287177155,0.143,0.083,3.81E-82,0.170975499,0.140072184,-0.767066119,-0.8536481
FAM102A,1.07E-12,-1.029615932,0.125,0.14,3.90E-08,0.197312931,0.402790076,-0.704844453,-0.394921238
FAM104A,1.25E-34,-0.194895971,0.142,0.102,4.58E-30,0.156843946,0.179493165,-0.804532241,-0.745952084
FAM106A,2.76E-15,-0.182765896,0.028,0.017,1.01E-10,0.038382835,0.043529621,-1.415862955,-1.361215116
FAM110B,4.44E-12,-0.781085074,0.057,0.071,1.63E-07,0.150304614,0.258260482,-0.823027687,-0.587942043
FAM111A,2.26E-46,-0.138038404,0.166,0.116,8.27E-42,0.214731125,0.236254071,-0.668105001,-0.6266207
FAM114A2,2.01E-65,0.320594223,0.085,0.045,7.36E-61,0.096372313,0.077125904,-1.016047716,-1.112799731
FAM117B,5.48E-28,-0.855835019,0.2,0.224,2.00E-23,0.331621552,0.600145937,-0.479357253,-0.22174313
FAM118A,6.71E-40,0.115444279,0.246,0.19,2.46E-35,0.46015883,0.424730681,-0.33709224,-0.371886366
FAM120C,1.15E-10,-0.348412205,0.063,0.049,4.21E-06,0.075123428,0.095609461,-1.124224601,-1.019499131
FAM122A,5.92E-15,-0.241181099,0.099,0.077,2.17E-10,0.099263895,0.117289687,-1.003208689,-0.930740174
FAM122B,1.02E-54,0.19262534,0.088,0.05,3.75E-50,0.089918648,0.078637996,-1.046150234,-1.104367562
FAM126A,7.93E-98,0.139293056,0.181,0.109,2.90E-93,0.260980016,0.236919158,-0.583392747,-0.625399819
FAM126B,6.53E-26,-0.136374356,0.161,0.123,2.39E-21,0.235527341,0.258839599,-0.627958671,-0.586969282
FAM131A,8.76E-24,-1.195467006,0.042,0.06,3.21E-19,0.050540288,0.115730945,-1.296362287,-0.936550502
FAM131C,2.36E-12,0.736839608,0.015,0.008,8.64E-08,0.011652716,0.006945291,-1.93357283,-2.158309538
FAM133B,5.58E-09,-0.671797324,0.367,0.353,0.000204061,0.756608244,1.205290885,-0.121128931,0.081091872
FAM135B,6.45E-11,0.870311091,0.016,0.009,2.36E-06,0.05127558,0.0280013,-1.290089419,-1.552821808
FAM136A,6.61E-142,0.219341962,0.332,0.221,2.42E-137,0.58112027,0.499115208,-0.235733976,-0.301799197
FAM13A,5.97E-300,0.468330133,0.58,0.428,2.19E-295,3.352904894,2.423437408,0.525421235,0.384431807
FAM13B,4.58E-11,-0.633782611,0.26,0.266,1.68E-06,0.502197228,0.779193758,-0.299125689,-0.108354535
FAM151A,1.51E-83,0.617816059,0.091,0.045,5.53E-79,0.111998352,0.07293847,-0.950788368,-1.137043349
FAM153CP,2.26E-114,0.889796993,0.067,0.021,8.29E-110,0.06177338,0.033290421,-1.209198632,-1.477680714
FAM155A,1.22E-08,-0.451986243,0.06,0.071,0.000447377,0.208321108,0.284934241,-0.681266723,-0.545255358
FAM156A,1.96E-07,-0.293781304,0.025,0.018,0.007175374,0.03329017,0.040773272,-1.477683986,-1.389624439
FAM160A1,5.75E-144,-1.120504663,0.242,0.313,2.10E-139,0.516625657,1.123245054,-0.28682403,0.050474515
FAM160A2,3.08E-08,-0.26650064,0.225,0.194,0.001128043,0.310130002,0.373015351,-0.508456218,-0.428273295
FAM161A,4.00E-19,-0.30747555,0.071,0.051,1.46E-14,0.079661478,0.098549057,-1.098751638,-1.006347528
FAM162A,1.07E-139,0.225489445,0.468,0.347,3.92E-135,1.339647208,1.145764439,0.126990443,0.059095339
FAM162B,2.84E-204,2.718063258,0.062,0.005,1.04E-199,0.080063549,0.012112736,-1.096565163,-1.916757754
FAM163A,1.61E-73,0.464896456,0.031,0.006,5.88E-69,0.039354677,0.028468709,-1.405003651,-1.545632222
FAM168A,1.87E-25,-0.139400369,0.177,0.137,6.83E-21,0.311041816,0.342558408,-0.507181221,-0.465265369
FAM168B,2.05E-12,-0.747704124,0.214,0.225,7.52E-08,0.32227715,0.54111443,-0.491770486,-0.266710884
FAM169A,7.17E-13,-0.177313905,0.074,0.057,2.62E-08,0.082215741,0.092930436,-1.085045027,-1.031842024
FAM171A1,1.10E-35,-0.734962838,0.226,0.254,4.02E-31,0.42813843,0.71254677,-0.368415788,-0.147186624
FAM172A,1.37E-19,-0.183412087,0.392,0.328,5.00E-15,0.957656315,1.087445239,-0.018790323,0.036407396
FAM177A1,1.52E-10,-0.674204761,0.365,0.356,5.55E-06,0.770678222,1.229755641,-0.113126913,0.089818824
FAM184A,5.99E-31,-0.341668788,0.104,0.071,2.19E-26,0.135268046,0.171379894,-0.868804784,-0.76604013
FAM185A,5.33E-48,0.15164469,0.117,0.075,1.95E-43,0.141735267,0.127552,-0.848522074,-0.894312727
FAM189A2,8.45E-45,-1.996881406,0.003,0.012,3.09E-40,0.00654811,0.026151243,-2.183884065,-1.582507663
FAM189B,1.61E-39,0.257477762,0.068,0.04,5.88E-35,0.068841164,0.057546414,-1.162151797,-1.239981731
FAM193A,1.30E-18,-0.179275976,0.203,0.164,4.77E-14,0.336170553,0.380613953,-0.473440332,-0.419515295
FAM199X,2.69E-28,-0.215008364,0.101,0.071,9.84E-24,0.113495504,0.131698792,-0.945021342,-0.880418208
FAM200A,1.40E-27,-0.205028374,0.082,0.055,5.14E-23,0.086449867,0.099614746,-1.063235672,-1.001676367
FAM200B,2.02E-158,0.211659979,0.283,0.173,7.41E-154,0.444330202,0.383656154,-0.352294166,-0.416057831
FAM207A,4.56E-140,0.259589115,0.24,0.143,1.67E-135,0.322972596,0.269744712,-0.490834326,-0.56904706
FAM20A,1.08E-12,-0.330451162,0.057,0.043,3.94E-08,0.102351214,0.128662213,-0.989907004,-0.890548981
FAM20B,4.21E-15,-0.236888253,0.128,0.102,1.54E-10,0.15422022,0.181704207,-0.811858683,-0.740635017
FAM20C,1.29E-11,-0.425428507,0.144,0.118,4.72E-07,0.198597836,0.266677901,-0.702025488,-0.574012971
FAM210A,8.64E-36,-0.19385672,0.215,0.162,3.16E-31,0.291629608,0.333534053,-0.535168387,-0.476859819
FAM214A,1.54E-07,-0.757858644,0.142,0.151,0.005618348,0.229940189,0.388797099,-0.638385116,-0.410276984
FAM216A,6.65E-18,-0.157509578,0.031,0.019,2.43E-13,0.040077035,0.044662845,-1.397104417,-1.350053614
FAM217B,2.99E-68,-0.309412958,0.104,0.058,1.09E-63,0.102038408,0.126411132,-0.991236327,-0.898214679
FAM218A,4.96E-09,-0.215492759,0.024,0.017,0.0001814,0.020981238,0.024324684,-1.678168886,-1.613952789
FAM221A,3.00E-100,0.572704971,0.1,0.047,1.10E-95,0.101840236,0.068427169,-0.992080604,-1.164771427
FAM222A,6.49E-21,-0.12673905,0.043,0.026,2.38E-16,0.049428641,0.053929416,-1.306021333,-1.268174286
FAM227B,1.17E-19,-0.341671273,0.082,0.06,4.27E-15,0.105980074,0.134265776,-0.974775782,-0.872034675
FAM228B,1.20E-12,-0.51043034,0.083,0.065,4.39E-08,0.111557452,0.158879004,-0.952501415,-0.798933491
FAM234B,7.55E-32,0.186648171,0.031,0.014,2.76E-27,0.034008952,0.029839956,-1.468406752,-1.525201826
FAM241A,0,-1.920742003,0.033,0.109,0,0.079339921,0.300406606,-1.100508237,-0.522290521
FAM241B,9.94E-14,0.143822716,0.049,0.035,3.64E-09,0.049373422,0.044647414,-1.306506768,-1.350203693
FAM245A,9.54E-22,0.921228703,0.01,0.002,3.49E-17,0.006462494,0.003364307,-2.189599864,-2.473104415
FAM24B,4.93E-16,-0.287533144,0.039,0.025,1.80E-11,0.032225936,0.039297866,-1.491794457,-1.405631033
FAM27C,2.82E-63,0.235956686,0.078,0.04,1.03E-58,0.095962781,0.08144171,-1.017897177,-1.089153114
FAM32A,4.16E-60,-0.128447207,0.325,0.243,1.52E-55,0.559563742,0.611630487,-0.252150434,-0.213510875
FAM3A,6.37E-32,-0.155580106,0.174,0.13,2.33E-27,0.211996567,0.236098984,-0.673671171,-0.626905882
FAM3B,2.95E-69,0.48818028,0.103,0.058,1.08E-64,0.132151183,0.094168843,-0.878928946,-1.026092763
FAM3C,1.45E-122,0.313230557,0.386,0.283,5.32E-118,1.069857338,0.861018126,0.02932587,-0.064987706
FAM3D,0,-2.203719355,0.075,0.219,0,0.15779233,0.726921391,-0.801914112,-0.138512551
FAM47E,4.39E-27,-0.133958441,0.08,0.054,1.61E-22,0.073655875,0.080784803,-1.132792606,-1.092670328
FAM50A,4.41E-35,-0.322398402,0.198,0.148,1.61E-30,0.293080098,0.36643457,-0.533013672,-0.436003561
FAM50B,3.43E-56,0.24502633,0.063,0.031,1.25E-51,0.055456669,0.046751889,-1.25604622,-1.330200838
FAM53C,5.28E-10,-0.674002601,0.183,0.194,1.93E-05,0.292825955,0.467173208,-0.533390431,-0.330522072
FAM71E1,1.73E-31,-0.155425397,0.054,0.032,6.33E-27,0.046587288,0.05184908,-1.33173257,-1.285258942
FAM71F2,9.64E-08,-1.119793643,0.006,0.01,0.003526565,0.005847213,0.012688879,-2.233051051,-1.89657675
FAM78B,5.70E-14,-0.174989078,0.027,0.017,2.09E-09,0.026349974,0.029710726,-1.579219813,-1.527086733
FAM83B,6.36E-13,-0.3599502,0.147,0.12,2.33E-08,0.198660956,0.254923422,-0.701887478,-0.593590261
FAM83E,9.89E-97,-1.286673283,0.089,0.139,3.62E-92,0.115705085,0.282266584,-0.936647556,-0.549340533
FAM83F,3.24E-27,-0.205358182,0.099,0.069,1.19E-22,0.11316411,0.130438324,-0.946291287,-0.884594789
FAM83G,2.87E-22,-0.132047464,0.078,0.054,1.05E-17,0.095592095,0.104716549,-1.01957802,-0.979984677
FAM83H,9.75E-09,-0.377843035,0.076,0.062,0.000357037,0.079379934,0.103112002,-1.100289269,-0.98669078
FAM85B,4.63E-13,-0.844197958,0.054,0.067,1.69E-08,0.075508034,0.13553205,-1.122006838,-0.867957994
FAM86B1,7.99E-34,0.280490972,0.056,0.033,2.93E-29,0.051637546,0.042470902,-1.287034403,-1.371908518
FAM86C1,8.17E-54,0.518025232,0.049,0.021,2.99E-49,0.045927309,0.032027139,-1.337929004,-1.49448186
FAM89B,3.87E-21,-0.913531871,0.051,0.069,1.42E-16,0.064476108,0.121427136,-1.190601187,-0.915684248
FAM8A1,3.27E-10,-0.451325238,0.114,0.093,1.20E-05,0.118474317,0.161956567,-0.926375788,-0.790601438
FAM90A1,4.51E-11,0.19324907,0.013,0.007,1.65E-06,0.011480265,0.009999123,-1.940048084,-2.000038072
FAM92A,7.66E-168,0.187957269,0.204,0.106,2.80E-163,0.277322989,0.243405531,-0.557014127,-0.613669558
FAM98A,4.56E-24,-0.261556088,0.084,0.059,1.67E-19,0.087641896,0.105026615,-1.057288234,-0.97870063
FAM98C,3.36E-46,-0.198278501,0.142,0.096,1.23E-41,0.152460813,0.17488574,-0.816841769,-0.757245601
FANCA,1.97E-12,-0.172198731,0.085,0.067,7.21E-08,0.110353031,0.124305702,-0.957215735,-0.905508949
FANCB,5.68E-15,-0.208132619,0.048,0.034,2.08E-10,0.047920911,0.055321102,-1.319474938,-1.257109176
FANCF,6.23E-134,0.357412756,0.146,0.072,2.28E-129,0.15852537,0.123695429,-0.799901223,-0.90764635
FANCI,2.51E-48,0.19174267,0.102,0.063,9.20E-44,0.147761945,0.129330712,-0.8304374,-0.88829833
FANCL,4.62E-30,-0.181349703,0.222,0.172,1.69E-25,0.337037982,0.38214514,-0.472321154,-0.41777166
FANCM,2.35E-39,0.187263944,0.076,0.046,8.59E-35,0.090203658,0.079181309,-1.044775852,-1.101377324
FANK1,3.40E-84,0.599140119,0.098,0.049,1.25E-79,0.109605496,0.072309927,-0.96016767,-1.140802075
FAR1,3.95E-40,-0.880733509,0.286,0.311,1.45E-35,0.551549621,1.015550374,-0.25841541,0.00670147
FAR2,1.15E-25,-0.854602949,0.209,0.231,4.21E-21,0.331730424,0.599830448,-0.479214696,-0.221971493
FARP1,2.29E-18,-0.66772334,0.21,0.227,8.38E-14,0.436726843,0.693739815,-0.359790114,-0.15880338
FARP2,1.70E-19,-0.64667958,0.275,0.286,6.24E-15,0.502503002,0.786669816,-0.298861339,-0.104207513
FARSA,2.06E-166,0.351839202,0.237,0.133,7.54E-162,0.328883388,0.257664354,-0.482958062,-0.588945659
FARSB,5.44E-158,0.470702475,0.22,0.123,1.99E-153,0.331980594,0.239516845,-0.478887302,-0.620663937
FASN,6.92E-20,-0.152703472,0.098,0.074,2.53E-15,0.137759625,0.153103028,-0.860878048,-0.815016221
FASTKD1,2.04E-189,0.626274109,0.218,0.113,7.47E-185,0.307206028,0.19897655,-0.512570266,-0.701198103
FASTKD2,1.30E-87,0.117819208,0.214,0.139,4.75E-83,0.290658213,0.267823658,-0.536617401,-0.572151063
FASTKD3,9.46E-70,0.348017114,0.07,0.032,3.46E-65,0.055596883,0.043636886,-1.254949557,-1.360146249
FAT1,2.70E-46,-0.837517244,0.312,0.335,9.89E-42,0.635479215,1.135558593,-0.196898649,0.055209548
FAU,2.25E-90,0.100802193,0.861,0.773,8.25E-86,13.49819816,12.58722243,1.130275799,1.099929907
FAXC,1.46E-19,0.125725509,0.012,0.004,5.34E-15,0.018558792,0.016968797,-1.731450305,-1.77034895
FAXDC2,9.72E-07,-0.501276791,0.038,0.047,0.035586366,0.066406017,0.093963472,-1.177792569,-1.027040942
FBF1,4.58E-23,-0.189194367,0.1,0.073,1.68E-18,0.121855705,0.138893937,-0.914154135,-0.857316712
FBH1,2.53E-26,-0.273757655,0.151,0.114,9.28E-22,0.198696652,0.240179069,-0.70180945,-0.619464843
FBL,9.04E-224,0.391734493,0.429,0.293,3.31E-219,1.317363647,1.004067302,0.119705675,0.001762824
FBLIM1,7.73E-33,-0.753893415,0.304,0.323,2.83E-28,0.618373293,1.042759165,-0.208749275,0.018184015
FBLN1,1.07E-216,0.268024499,0.31,0.177,3.90E-212,0.875814854,0.727282916,-0.057587693,-0.138296614
FBN1,1.35E-08,-0.342164332,0.039,0.029,0.000492847,0.168255966,0.213256155,-0.774029527,-0.671098425
FBN2,3.77E-17,-0.657613141,0.04,0.055,1.38E-12,0.203259902,0.320607534,-0.691948289,-0.494026276
FBP1,3.81E-106,0.229759422,0.273,0.184,1.39E-101,0.691031133,0.58925321,-0.160502386,-0.229698043
FBXL12,8.66E-20,-0.360769694,0.185,0.147,3.17E-15,0.222899812,0.286193677,-0.651890297,-0.543339966
FBXL15,1.85E-186,0.391164764,0.275,0.159,6.78E-182,0.403979506,0.307995959,-0.393640667,-0.511454982
FBXL17,2.24E-08,-0.192840631,0.353,0.308,0.000818711,0.866034959,0.989851433,-0.062464577,-0.004429984
FBXL18,4.76E-43,-1.021626432,0.067,0.096,1.74E-38,0.103839455,0.210794859,-0.983637598,-0.676139985
FBXL19,3.77E-18,-0.249319206,0.058,0.04,1.38E-13,0.061425543,0.072977096,-1.211650998,-1.136813424
FBXL4,1.36E-109,0.328616205,0.199,0.12,4.98E-105,0.314050423,0.250034979,-0.503000617,-0.60199923
FBXO10,6.98E-33,0.363443683,0.039,0.02,2.56E-28,0.054203394,0.042088983,-1.265973516,-1.37583157
FBXO11,4.51E-51,-0.856854704,0.393,0.405,1.65E-46,1.019281804,1.845981859,0.008294271,0.266227429
FBXO16,1.26E-16,-0.118464019,0.103,0.079,4.60E-12,0.128242922,0.139179728,-0.891966595,-0.856424018
FBXO17,0,0.879346252,0.376,0.185,0,0.79259468,0.430817349,-0.100948847,-0.365706816
FBXO2,0,0.765220282,0.281,0.11,0,0.642451746,0.377948011,-0.192159486,-0.422567936
FBXO21,5.47E-57,-0.11044725,0.209,0.147,2.00E-52,0.292936731,0.316205476,-0.53322617,-0.500030613
FBXO22,1.97E-115,0.199179958,0.195,0.114,7.21E-111,0.25019655,0.217890617,-0.601718683,-0.66176147
FBXO25,3.67E-19,-0.972207679,0.171,0.19,1.34E-14,0.236047608,0.463065806,-0.627000396,-0.334357287
FBXO32,6.15E-139,-1.270057029,0.053,0.107,2.25E-134,0.136466424,0.329103913,-0.864974188,-0.482666954
FBXO33,6.08E-86,-1.227899862,0.121,0.171,2.23E-81,0.183173228,0.429023981,-0.737138,-0.367518431
FBXO34,8.69E-152,-1.187411218,0.265,0.336,3.18E-147,0.508401758,1.157836904,-0.293792956,0.063647388
FBXO36,2.40E-29,0.157445198,0.051,0.03,8.79E-25,0.057058396,0.05111771,-1.243680439,-1.291428607
FBXO42,2.09E-21,-0.138912838,0.192,0.153,7.65E-17,0.311615948,0.343074809,-0.506380324,-0.464611169
FBXO44,6.94E-226,0.885199469,0.123,0.037,2.54E-221,0.132712854,0.071804393,-0.877087011,-1.143848985
FBXO45,4.87E-15,-0.264704048,0.048,0.034,1.78E-10,0.040706789,0.048868812,-1.390333155,-1.310968222
FBXO48,7.51E-11,-0.635742765,0.035,0.025,2.75E-06,0.03375615,0.05241877,-1.471647086,-1.280513174
FBXO6,2.72E-228,0.8132606,0.128,0.039,9.97E-224,0.129034388,0.073385205,-0.889294535,-1.13439149
FBXO8,4.32E-44,-0.125104539,0.117,0.077,1.58E-39,0.121661566,0.132644557,-0.914846597,-0.877310567
FBXO9,1.49E-51,-0.192038311,0.239,0.174,5.45E-47,0.375440352,0.428857282,-0.425459051,-0.367687211
FBXW12,2.65E-23,-1.408811887,0.004,0.01,9.70E-19,0.005978929,0.015865968,-2.223376628,-1.799533426
FBXW5,4.51E-23,-0.261959944,0.264,0.212,1.65E-18,0.394509644,0.473023184,-0.403942376,-0.325117573
FBXW7,3.58E-194,-1.208231718,0.284,0.365,1.31E-189,0.674322922,1.558036348,-0.171132077,0.192577585
FBXW8,1.60E-10,-0.259065419,0.128,0.106,5.85E-06,0.167860069,0.200842699,-0.775052604,-0.69714395
FBXW9,4.78E-74,0.347029075,0.086,0.043,1.75E-69,0.087919019,0.069078531,-1.055917168,-1.160656907
FCAMR,5.47E-19,0.838065033,0.01,0.003,2.00E-14,0.007415526,0.0041005,-2.129858022,-2.387163202
FCER1G,3.08E-44,0.608713078,0.032,0.012,1.13E-39,0.101934067,0.066800541,-0.991680649,-1.175220018
FCF1,9.45E-22,-0.360404335,0.11,0.082,3.46E-17,0.135869438,0.174392848,-0.866878222,-0.758471331
FCGBP,8.09E-107,2.211256142,0.105,0.049,2.96E-102,1.693216382,0.365589643,0.228712462,-0.437006116
FCGRT,5.21E-09,-0.134441135,0.588,0.521,0.000190568,3.192446226,3.50420673,0.504123591,0.544589719
FCHO1,5.61E-40,-1.420796662,0.018,0.034,2.05E-35,0.019915102,0.053310582,-1.70081746,-1.273186578
FCHSD1,2.09E-13,0.204486406,0.029,0.019,7.66E-09,0.033936823,0.029409961,-1.469328815,-1.531505547
FCMR,3.84E-25,0.656032168,0.017,0.006,1.41E-20,0.021032834,0.013301571,-1.677102202,-1.876097078
FCRLB,3.88E-16,0.486672047,0.014,0.006,1.42E-11,0.010919427,0.007748,-1.961800151,-2.11081038
FDFT1,1.03E-11,-0.784997267,0.239,0.244,3.78E-07,0.400124907,0.689424534,-0.397804413,-0.161513266
FDX1,3.84E-280,0.536374944,0.397,0.244,1.41E-275,0.902888936,0.622497738,-0.044365669,-0.205862223
FDX2,5.27E-131,0.18709073,0.175,0.094,1.93E-126,0.205120711,0.180131116,-0.687990487,-0.744411261
FEM1B,2.86E-100,0.230122911,0.167,0.097,1.05E-95,0.199560432,0.170095382,-0.699925565,-0.769307477
FEM1C,1.28E-25,-1.121331247,0.125,0.15,4.67E-21,0.166183487,0.361510221,-0.779412133,-0.441879419
FEN1,1.34E-73,0.282690819,0.101,0.055,4.89E-69,0.144288937,0.118570766,-0.840766965,-0.926022375
