Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,logEpithelialcells,logGobletcells
CFAP44,4.99E-91,0.70741389,0.144,0.098,1.83E-86,0.195583476,0.319322538,-0.70866784,-0.495770428
YAE1,9.62E-139,0.706802861,0.146,0.09,3.52E-134,0.154677029,0.252420492,-0.810574178,-0.597875391
AL132712.2,2.91E-18,0.706792057,0.017,0.01,1.07E-13,0.016637968,0.027115273,-1.778899716,-1.566786014
ALG1,9.07E-86,0.706733221,0.092,0.056,3.32E-81,0.087683741,0.143068274,-1.057080931,-0.844456663
SNAP25-AS1,1.52E-08,0.706644882,0.01,0.006,0.000558029,0.01058481,0.017233722,-1.97531693,-1.763620918
PTPN21,3.00E-135,0.70615982,0.167,0.107,1.10E-130,0.209340276,0.341488651,-0.679147207,-0.466623725
TMEM134,3.14E-303,0.705698903,0.27,0.164,1.15E-298,0.298688448,0.487100573,-0.524781574,-0.31238136
AC027307.2,3.26E-11,0.705607592,0.018,0.012,1.19E-06,0.018384004,0.029940468,-1.735559884,-1.523741418
SNHG18,3.89E-279,0.704553146,0.324,0.214,1.42E-274,0.410583095,0.669061812,-0.386598936,-0.174533757
RFX2,2.31E-154,0.704547923,0.126,0.072,8.46E-150,0.151907745,0.247513264,-0.818420083,-0.606401523
GPT2,5.82E-94,0.704019845,0.061,0.032,2.13E-89,0.069367061,0.11296079,-1.158846705,-0.94707228
GALNT4,4.92E-259,0.703944094,0.293,0.192,1.80E-254,0.444304371,0.723709738,-0.352319414,-0.140435584
GTF2IRD2B,2.99E-77,0.703369736,0.124,0.084,1.09E-72,0.134236855,0.218537595,-0.87212823,-0.66047384
GLUL,0,0.702893938,0.329,0.188,0,0.557913842,0.908112805,-0.253432864,-0.0418602
AL162377.1,4.03E-39,0.702251496,0.035,0.02,1.47E-34,0.032517614,0.052866752,-1.487881327,-1.276817369
AC007952.4,4.97E-207,0.702067566,0.179,0.104,1.82E-202,0.288091951,0.468637176,-0.540468875,-0.329163263
AP001505.1,1.48E-12,0.701833482,0.012,0.007,5.40E-08,0.009312639,0.01510689,-2.030927234,-1.820824942
PKD2L2,8.13E-08,0.701584355,0.016,0.012,0.002976482,0.018361256,0.029819946,-1.736097604,-1.525493144
AC018816.1,5.02E-50,0.701468477,0.032,0.016,1.84E-45,0.030620882,0.049753649,-1.513982309,-1.303175063
FAM3A,5.75E-236,0.701202479,0.223,0.135,2.10E-231,0.240128955,0.390375131,-0.61955547,-0.408517857
KMT5A,2.43E-134,0.70114558,0.132,0.08,8.89E-130,0.140387519,0.228200581,-0.8526715,-0.641683254
SAPCD2,3.80E-07,0.700660036,0.028,0.022,0.013913223,0.033144619,0.053827447,-1.479586965,-1.268996222
TP53INP2,1.39E-152,0.700352712,0.111,0.06,5.09E-148,0.126524243,0.205548707,-0.897826253,-0.68708525
OXCT1,8.02E-205,0.700259106,0.143,0.077,2.93E-200,0.18239845,0.296319588,-0.738978857,-0.528239639
DLGAP1-AS2,3.36E-23,0.700114932,0.026,0.016,1.23E-18,0.025904368,0.042044333,-1.586626995,-1.376292537
CA11,6.42E-54,0.700092947,0.035,0.018,2.35E-49,0.030618733,0.049702693,-1.514012784,-1.303620082
ESPN,5.91E-185,0.69988815,0.303,0.221,2.16E-180,0.508397042,0.825788612,-0.293796985,-0.08313111
AQP3,0,0.699609785,0.305,0.138,0,0.466889227,0.758217874,-0.330786147,-0.120205982
ID3,1.55E-247,0.699297795,0.287,0.185,5.68E-243,0.61938039,1.005655991,-0.208042549,0.002449445
AC015982.2,3.32E-22,0.699211822,0.019,0.011,1.22E-17,0.018776199,0.030444567,-1.726392328,-1.516490195
SLC22A18,4.73E-156,0.698976756,0.359,0.291,1.73E-151,0.707251405,1.148077895,-0.150426181,0.059971355
SMURF2,0,0.698654145,0.406,0.27,0,0.718928449,1.166772909,-0.14331433,0.066986337
AC119403.1,1.32E-33,0.698555875,0.025,0.014,4.84E-29,0.022044394,0.035734591,-1.656701839,-1.446911185
AC245407.2,1.79E-54,0.697829423,0.064,0.04,6.54E-50,0.072953676,0.118294613,-1.136952822,-0.927035033
KBTBD11-OT1,3.33E-62,0.697127667,0.049,0.027,1.22E-57,0.038312632,0.062074447,-1.416658013,-1.207087144
AC021218.1,3.08E-28,0.696729885,0.036,0.022,1.13E-23,0.034349617,0.055633959,-1.464078097,-1.254660033
AL139220.2,8.37E-34,0.696231517,0.019,0.01,3.06E-29,0.018061824,0.029224152,-1.743238403,-1.534258082
HARBI1,1.48E-20,0.696162771,0.023,0.014,5.41E-16,0.020904414,0.033828293,-1.679761993,-1.470719911
HOXA7,1.02E-40,0.695575811,0.056,0.036,3.72E-36,0.05382055,0.087123203,-1.269051872,-1.059866168
DCBLD2,1.86E-57,0.695325444,0.098,0.067,6.80E-53,0.117159607,0.189669822,-0.931222095,-0.722001763
SULF1,1.20E-71,0.695288028,0.015,0.004,4.40E-67,0.013841808,0.022371931,-1.858807166,-1.650296538
HSD17B1,3.71E-12,0.695142404,0.017,0.011,1.36E-07,0.020033687,0.032394592,-1.698239121,-1.489527485
VPS37C,1.12E-121,0.694737731,0.123,0.074,4.10E-117,0.12746783,0.206277339,-0.894599408,-0.68554848
COG7,2.68E-161,0.694572862,0.202,0.132,9.80E-157,0.248794878,0.402610087,-0.604158564,-0.395115348
SNHG19,1.77E-110,0.693574278,0.143,0.092,6.47E-106,0.151045075,0.244242146,-0.82089343,-0.612179392
PALM3,5.60E-26,0.692760646,0.016,0.008,2.05E-21,0.015459829,0.024948005,-1.81079531,-1.602964171
CRIM1-DT,1.56E-11,0.691690159,0.019,0.013,5.72E-07,0.015855255,0.025568143,-1.799826776,-1.59230082
HCG9,2.89E-15,0.69130977,0.012,0.007,1.06E-10,0.011465807,0.018473533,-1.940595354,-1.733450034
ZNF662,2.29E-16,0.691236373,0.027,0.018,8.38E-12,0.029346819,0.047344464,-1.532438971,-1.324730799
SLC51A,6.15E-195,0.691036197,0.198,0.122,2.25E-190,0.283652047,0.457899096,-0.547214077,-0.339230214
LINC01133,3.83E-305,0.690715328,0.386,0.269,1.40E-300,0.774334324,1.249799484,-0.111071489,0.096840341
LINC02535,7.05E-69,0.690467042,0.048,0.026,2.58E-64,0.042856594,0.06912135,-1.367982348,-1.16038779
SLC30A7,6.26E-295,0.690406985,0.311,0.201,2.29E-290,0.48132889,0.776698179,-0.317558071,-0.109747713
AC096719.1,1.24E-07,0.690329968,0.011,0.007,0.004529505,0.011650129,0.018758386,-1.933669255,-1.726804521
GSTZ1,3.20E-145,0.690112119,0.178,0.115,1.17E-140,0.178894723,0.288589462,-0.74740247,-0.539719532
ZNF565,1.43E-74,0.689717178,0.101,0.066,5.22E-70,0.109854795,0.17715131,-0.959180983,-0.751655631
ICK,1.24E-137,0.688357591,0.194,0.13,4.53E-133,0.249123629,0.401408871,-0.603585078,-0.396413034
EHF,1.28E-277,0.68798007,0.401,0.295,4.70E-273,0.898097192,1.446817325,-0.046676661,0.160413701
KATNB1,8.90E-41,0.687702614,0.055,0.035,3.26E-36,0.053335625,0.085867675,-1.272982615,-1.066170295
MT-ND2,0,0.687246169,0.994,0.977,0,64.24106334,103.4413692,1.807812721,2.014694261
COG3,0,0.686773255,0.296,0.183,0,0.41907015,0.674527627,-0.377713272,-0.171000258
AC131934.1,2.28E-10,0.686701704,0.013,0.009,8.35E-06,0.013032301,0.020935878,-1.884978914,-1.679108816
SCRN3,9.45E-18,0.686454772,0.114,0.095,3.46E-13,0.177457502,0.285545703,-0.750905635,-0.544324371
TMED3,1.37E-282,0.686064178,0.312,0.205,5.01E-278,0.424939521,0.683639317,-0.371672876,-0.165172968
AL034417.2,1.45E-36,0.685839736,0.03,0.017,5.30E-32,0.031193537,0.050138198,-1.505935373,-1.299831279
ILF3-DT,4.74E-161,0.685692292,0.169,0.104,1.73E-156,0.186413984,0.299801065,-0.729521512,-0.523166828
AC078778.1,1.08E-14,0.685620736,0.012,0.007,3.94E-10,0.010991534,0.017637802,-1.958941682,-1.753555544
AL451042.1,1.24E-22,0.685584304,0.026,0.016,4.54E-18,0.023583587,0.037889824,-1.627390143,-1.421477417
PPFIBP1,2.10E-198,0.685399402,0.279,0.192,7.69E-194,0.411577846,0.661836814,-0.38554801,-0.179249079
TSEN34,1.35E-212,0.685370434,0.21,0.129,4.95E-208,0.228102464,0.36677404,-0.641870024,-0.435601411
AC104984.3,3.65E-07,0.685136236,0.012,0.008,0.013372141,0.012081728,0.019384733,-1.917870952,-1.712540167
CDKL3,4.06E-67,0.684941827,0.074,0.046,1.49E-62,0.076147541,0.122376695,-1.118344119,-0.912301279
AC024558.2,2.78E-09,0.684008047,0.026,0.019,0.000101927,0.028304554,0.045433082,-1.548143687,-1.342627805
NDEL1,0,0.683808721,0.302,0.188,0,0.41922547,0.673392383,-0.37755234,-0.1717318
PHGDH,1.15E-37,0.683337376,0.026,0.014,4.20E-33,0.025978363,0.041676428,-1.585388211,-1.380109512
CTH,5.19E-73,0.682625386,0.06,0.034,1.90E-68,0.061601504,0.098833044,-1.210408684,-1.00509783
ERICH4,7.21E-182,0.681119351,0.155,0.088,2.64E-177,0.184560315,0.295879973,-0.733861678,-0.52888443
UAP1,0,0.68063721,0.453,0.275,0,0.699650964,1.121392872,-0.155118563,0.049757791
PSMB8-AS1,6.94E-59,0.680311332,0.058,0.035,2.54E-54,0.064449241,0.103238017,-1.190782192,-0.986160348
ARNTL2,1.04E-47,0.680193091,0.054,0.033,3.79E-43,0.064447504,0.103226769,-1.190793895,-0.986207667
GRHL2,1.75E-245,0.679643484,0.381,0.274,6.40E-241,0.661396604,1.059347001,-0.17953804,0.025038242
BNIP1,2.66E-39,0.678440166,0.064,0.043,9.75E-35,0.064002359,0.102388941,-1.193804019,-0.989746947
BOLA2,3.94E-144,0.678429757,0.159,0.099,1.44E-139,0.154077983,0.246544953,-0.812259417,-0.608103883
AC069272.1,4.25E-16,0.678353974,0.023,0.015,1.56E-11,0.025586375,0.040905228,-1.591991246,-1.388221184
KCNG1,1.11E-18,0.678300431,0.016,0.009,4.06E-14,0.014781776,0.023613611,-1.830273395,-1.6268376
OLMALINC,1.12E-86,0.67788853,0.078,0.046,4.10E-82,0.081078398,0.129667969,-1.091094841,-0.887167292
AC027644.3,1.35E-57,0.677803762,0.069,0.043,4.93E-53,0.065428138,0.104624585,-1.184235437,-0.980366252
AC006449.6,6.52E-23,0.67728729,0.027,0.017,2.39E-18,0.028934008,0.046228257,-1.538591404,-1.335092484
STAP2,0,0.676928656,0.406,0.275,0,0.626721433,1.001918997,-0.202925453,0.000832611
MT1F,0,0.676394441,0.481,0.347,0,2.134141928,3.410618112,0.329223298,0.532833094
GSTA4,3.28E-81,0.67620465,0.116,0.076,1.20E-76,0.124674533,0.199180242,-0.90422225,-0.700753743
B9D1,1.30E-51,0.676036465,0.051,0.03,4.77E-47,0.049401451,0.078889886,-1.306260295,-1.102978669
PMVK,3.82E-273,0.67600177,0.277,0.175,1.40E-268,0.32717952,0.522695618,-0.485213889,-0.281751141
ZBED3-AS1,2.60E-09,0.675090436,0.015,0.01,9.53E-05,0.016700767,0.026625058,-1.777263582,-1.574709435
MRPS6,2.11E-273,0.674874519,0.337,0.228,7.71E-269,0.530366212,0.84666633,-0.275424151,-0.072287711
GET3,2.66E-206,0.674806267,0.209,0.129,9.75E-202,0.223291661,0.356417869,-0.651127495,-0.448040531
TSC22D1,0,0.674803987,0.666,0.487,0,1.896434018,3.027388075,0.277937737,0.481068096
N4BP2,1.31E-194,0.674571319,0.191,0.117,4.78E-190,0.276147927,0.440724893,-0.558858212,-0.355832419
RPS20,0,0.674474978,0.766,0.561,0,3.527932915,5.630595838,0.547520318,0.750554355
FOXD1,4.90E-11,0.674446632,0.011,0.007,1.79E-06,0.010599042,0.016874897,-1.974733381,-1.77275886
POLD4,0,0.674390257,0.565,0.394,0,1.206794064,1.92590834,0.081633165,0.284635614
AC092803.1,1.41E-30,0.673869016,0.031,0.019,5.16E-26,0.028696923,0.045740497,-1.542164662,-1.339699122
HULC,2.50E-35,0.673799354,0.067,0.046,9.16E-31,0.092801313,0.148002006,-1.032445878,-0.829732399
LXN,4.48E-239,0.673609138,0.223,0.135,1.64E-234,0.251414807,0.400980252,-0.599609149,-0.396877015
SMTN,3.86E-109,0.672961893,0.104,0.061,1.41E-104,0.112967349,0.180067661,-0.947047065,-0.744564276
MT3,2.08E-10,0.672758164,0.017,0.011,7.60E-06,0.019105919,0.030416059,-1.718832078,-1.516897053
IL13RA1,0,0.67252571,0.441,0.239,0,0.756890355,1.206336902,-0.120967029,0.081468613
TMOD1,6.73E-49,0.671934099,0.013,0.004,2.46E-44,0.011583274,0.018413527,-1.936168673,-1.734863014
SLC1A5,2.54E-148,0.671435386,0.138,0.082,9.31E-144,0.166617149,0.265322894,-0.778280302,-0.576225274
TM6SF2,1.15E-168,0.671055128,0.224,0.15,4.22E-164,0.332673778,0.529654473,-0.47798143,-0.276007356
INPP5K,6.73E-135,0.670211095,0.123,0.072,2.46E-130,0.12739717,0.202686809,-0.894840219,-0.693174514
AL136295.2,2.02E-07,0.66994111,0.01,0.007,0.007388053,0.010501876,0.016667521,-1.978733133,-1.778128999
CRY1,7.75E-231,0.669886571,0.249,0.158,2.84E-226,0.365546892,0.581525005,-0.437056904,-0.235431606
SMLR1,1.51E-161,0.669565872,0.131,0.073,5.54E-157,0.143241744,0.227798446,-0.843930399,-0.642449244
BRPF3,8.02E-167,0.668335366,0.16,0.096,2.94E-162,0.179613246,0.285407168,-0.745661639,-0.544535123
NR2F2,6.71E-96,0.668122639,0.141,0.094,2.46E-91,0.15520903,0.246586686,-0.809083017,-0.608030377
LTBP4,1.53E-221,0.668100698,0.213,0.129,5.60E-217,0.240868162,0.382693558,-0.618220601,-0.417148848
AC006460.2,7.33E-31,0.668041444,0.034,0.021,2.68E-26,0.037688372,0.059842535,-1.423792622,-1.222990017
FAM149A,1.72E-74,0.667799179,0.127,0.087,6.29E-70,0.165969794,0.263626457,-0.779970946,-0.579011008
EPHA4,2.47E-201,0.666809643,0.131,0.068,9.05E-197,0.198678893,0.315373268,-0.701848268,-0.501175122
ANKDD1B,1.78E-60,0.66658255,0.125,0.09,6.53E-56,0.169464601,0.268951526,-0.770921006,-0.570325987
ROGDI,3.35E-125,0.666295557,0.111,0.064,1.23E-120,0.105988667,0.16816217,-0.97474057,-0.774271697
AL078600.1,5.25E-69,0.666106831,0.031,0.014,1.92E-64,0.039609606,0.062810856,-1.402199474,-1.201965285
MAP3K2-DT,1.07E-53,0.665706023,0.041,0.022,3.91E-49,0.032999958,0.052308215,-1.481486618,-1.281430102
PWWP2B,2.21E-59,0.66561491,0.091,0.061,8.09E-55,0.108303348,0.171754476,-0.965358117,-0.765091936
LINC01232,1.48E-09,0.664818595,0.014,0.009,5.42E-05,0.013590242,0.021504456,-1.866772815,-1.667471535
AC009107.2,4.34E-31,0.664122134,0.044,0.029,1.59E-26,0.045666775,0.072322647,-1.340399659,-1.140725689
RSRC1,1.24E-265,0.663288432,0.366,0.257,4.53E-261,0.667597621,1.05722545,-0.17548522,0.024167609
GGPS1,2.07E-64,0.663253821,0.099,0.066,7.57E-60,0.101095832,0.160059344,-0.995266749,-0.795718968
CENPX,0,0.663164762,0.407,0.269,0,0.676900062,1.071865728,-0.169475446,0.030140385
LRP5,0,0.662979726,0.352,0.23,0,0.491309805,0.777874019,-0.308644568,-0.109090734
GCC2-AS1,1.47E-23,0.662871015,0.033,0.022,5.37E-19,0.034985406,0.055348843,-1.456113083,-1.256891451
AC004982.2,1.34E-25,0.662705756,0.024,0.014,4.92E-21,0.022586394,0.035714256,-1.646153106,-1.447158398
DTWD1,2.64E-127,0.662149587,0.201,0.139,9.65E-123,0.276040491,0.436776034,-0.559027209,-0.3597412
ARHGEF38,0,0.661988416,0.41,0.27,0,0.787645493,1.246220338,-0.103669208,0.095594835
C1QTNF12,1.27E-194,0.661799333,0.172,0.1,4.64E-190,0.212172454,0.335627278,-0.673311,-0.47414275
COL4A5,1.61E-24,0.661734863,0.014,0.007,5.90E-20,0.014008544,0.022120174,-1.853606988,-1.655211456
MYO1D,0,0.661602072,0.84,0.668,0,3.797684086,6.007280773,0.579518835,0.778677931
AK9,1.94E-146,0.661417402,0.177,0.113,7.10E-142,0.231231835,0.365683421,-0.635952375,-0.436894729
ODF2,1.70E-125,0.661015716,0.086,0.046,6.20E-121,0.089501194,0.141477758,-1.048171173,-0.849311831
KLRC1,1.22E-97,0.660718759,0.012,0.002,4.47E-93,0.016759276,0.026453112,-1.775744745,-1.577523229
ABHD14B,0,0.660350331,0.341,0.221,0,0.434272907,0.686312593,-0.362237264,-0.163478032
ENDOV,3.22E-87,0.660027157,0.113,0.073,1.18E-82,0.115620593,0.182652398,-0.936964806,-0.738374621
ABCA5,0,0.65991932,0.539,0.336,0,1.051791179,1.661782897,0.021929524,0.220574285
AC104506.1,1.09E-19,0.659861572,0.017,0.01,4.00E-15,0.015083098,0.023789122,-1.821509456,-1.623621595
HSD11B2,0,0.659745997,0.619,0.388,0,1.299689324,2.053213852,0.113839551,0.312434186
PLCD1,2.05E-71,0.659544249,0.083,0.052,7.50E-67,0.099804949,0.157609121,-1.000847922,-0.802418653
AL627171.1,1.57E-28,0.658689128,0.036,0.023,5.75E-24,0.035836149,0.056531508,-1.445678665,-1.247709433
AC099063.4,1.13E-07,0.658304828,0.012,0.008,0.004118208,0.013198288,0.020788751,-1.879482394,-1.682171607
ZNF169,6.71E-77,0.658109055,0.099,0.063,2.46E-72,0.123086481,0.194190916,-0.909789644,-0.71177109
RANBP17,2.96E-178,0.657681858,0.296,0.21,1.08E-173,0.518527541,0.817959775,-0.285228172,-0.087268053
PLCH2,2.49E-17,0.657368775,0.011,0.006,9.10E-13,0.01034979,0.016282571,-1.985068465,-1.788277015
AC005480.1,4.88E-25,0.657328005,0.043,0.029,1.79E-20,0.046412655,0.073158978,-1.333363587,-1.135732372
HHAT,2.93E-82,0.657147003,0.088,0.053,1.07E-77,0.105538677,0.166389226,-0.976588353,-0.778874799
MRPL55,9.00E-267,0.656138411,0.274,0.173,3.29E-262,0.311286402,0.490502299,-0.506839851,-0.309358953
CBWD5,4.69E-222,0.655927867,0.214,0.131,1.72E-217,0.253339927,0.399128568,-0.596296359,-0.398887186
FRRS1L,6.72E-12,0.65585299,0.013,0.008,2.46E-07,0.016004234,0.02517426,-1.795765109,-1.599043281
NUPR1,6.82E-271,0.655315887,0.179,0.094,2.50E-266,0.292509361,0.460649596,-0.533860231,-0.336629305
SHANK2,8.42E-143,0.655175626,0.279,0.206,3.08E-138,0.470536478,0.740963273,-0.327406703,-0.130203318
FBXW5,0,0.654905405,0.454,0.305,0,0.70593303,1.111459355,-0.151236498,0.045893585
AC068888.1,2.21E-83,0.65440302,0.102,0.065,8.10E-79,0.108483487,0.170707981,-0.964636364,-0.767746173
CYP39A1,1.63E-20,0.653967808,0.037,0.026,5.96E-16,0.038290442,0.060208437,-1.416909622,-1.220342645
AC006230.1,2.38E-25,0.653802126,0.068,0.05,8.72E-21,0.083139715,0.130763286,-1.080191468,-0.883514174
DLGAP1-AS1,5.85E-48,0.65346959,0.061,0.038,2.14E-43,0.063337616,0.099585495,-1.198338285,-1.001803912
EPN2,4.92E-223,0.653099942,0.216,0.132,1.80E-218,0.291298897,0.458039003,-0.53566116,-0.339097539
MAGI1,0,0.652201662,0.776,0.567,0,2.615982277,4.111144189,0.417634797,0.613962709
GLB1L,1.67E-17,0.651884424,0.023,0.014,6.11E-13,0.022284351,0.034972399,-1.652000019,-1.45627457
AL354771.1,7.86E-16,0.651307875,0.03,0.021,2.88E-11,0.035575594,0.055833517,-1.448847839,-1.253105013
GOLGA3,2.69E-240,0.651251659,0.263,0.169,9.85E-236,0.367437385,0.577030295,-0.434816658,-0.238801385
EFCAB6,2.08E-29,0.651195938,0.036,0.022,7.62E-25,0.039446711,0.061908652,-1.403989206,-1.208248655
COPE,0,0.650994461,0.575,0.392,0,1.078113862,1.69286731,0.03266463,0.228622919
CORO1B,0,0.650100632,0.373,0.228,0,0.503370784,0.78988731,-0.298111994,-0.102434863
LINC00467,3.07E-116,0.649870304,0.16,0.105,1.12E-111,0.188725483,0.296074188,-0.724169455,-0.528599453
SLC48A1,5.76E-56,0.649555069,0.052,0.031,2.11E-51,0.051989326,0.081513622,-1.284085816,-1.088769808
ALDOB,2.78E-121,0.649338399,0.536,0.484,1.02E-116,17.99914018,28.2306879,1.255251759,1.450721461
AL645933.2,1.77E-10,0.649248658,0.019,0.013,6.47E-06,0.021034366,0.032948053,-1.677070564,-1.482170245
RPGRIP1L,8.26E-34,0.649093113,0.034,0.02,3.02E-29,0.033458876,0.052428389,-1.475488648,-1.280433485
SETBP1,0,0.648495622,0.222,0.119,0,0.393787422,0.617233468,-0.40473816,-0.209550533
ADAMTS19,1.46E-19,0.648456496,0.027,0.018,5.33E-15,0.030444971,0.047680969,-1.516484434,-1.32165493
TTLL3,1.20E-88,0.648128862,0.113,0.073,4.38E-84,0.131113157,0.205430701,-0.882353725,-0.687334652
SLC39A5,8.08E-195,0.647470221,0.437,0.356,2.96E-190,0.910857434,1.426743206,-0.040549593,0.154345813
FOSL1,1.52E-47,0.645925652,0.047,0.028,5.56E-43,0.048295713,0.075529126,-1.31609142,-1.121885539
IFT81,7.78E-41,0.645455818,0.058,0.038,2.85E-36,0.066105438,0.103363084,-1.179762811,-0.985634542
OCEL1,2.96E-180,0.644668097,0.176,0.107,1.08E-175,0.194667127,0.304297352,-0.71070738,-0.516701827
ARHGAP8,5.64E-132,0.643735315,0.213,0.149,2.06E-127,0.303463964,0.474081451,-0.517892874,-0.324147036
AP004608.1,9.37E-76,0.643661912,0.116,0.077,3.43E-71,0.13231637,0.206675222,-0.878386422,-0.684711588
AC087239.1,5.35E-33,0.643161838,0.031,0.018,1.96E-28,0.035891356,0.056011987,-1.445010139,-1.251719019
LURAP1,8.13E-07,0.642957345,0.012,0.009,0.029738517,0.012506396,0.019487799,-1.902867841,-1.710237214
PHLDB1,1.12E-70,0.642850241,0.097,0.063,4.09E-66,0.113270899,0.176821142,-0.945881653,-0.75246581
OSBPL1A,1.03E-191,0.642797008,0.372,0.282,3.75E-187,0.660426046,1.031117099,-0.180175808,0.013307989
STRN,1.30E-222,0.642358897,0.384,0.288,4.78E-218,0.703567137,1.098142039,-0.152694454,0.040658517
KCTD5,2.45E-127,0.642226835,0.153,0.098,8.95E-123,0.183314185,0.28606383,-0.736803929,-0.543537052
CCDC173,2.07E-44,0.641500162,0.018,0.007,7.57E-40,0.01858864,0.028956072,-1.730752377,-1.538260358
TYMP,4.38E-200,0.641078135,0.212,0.132,1.60E-195,0.28302643,0.441336772,-0.548173006,-0.355229886
NUMA1,1.23E-284,0.640956231,0.351,0.239,4.49E-280,0.52815036,0.823536511,-0.27724242,-0.084317142
SPEF2,2.24E-30,0.639743686,0.039,0.024,8.20E-26,0.047003436,0.073192513,-1.327870393,-1.135533341
MRPL54,0,0.63959319,0.433,0.287,0,0.622662561,0.969998354,-0.205747247,-0.013229003
AL162231.1,1.50E-23,0.639553538,0.026,0.016,5.48E-19,0.024841999,0.038658732,-1.604813457,-1.412752393
TMEM236,5.40E-190,0.639403701,0.267,0.182,1.98E-185,0.380741519,0.593034127,-0.419369762,-0.226920314
COMTD1,0,0.639201408,0.428,0.3,0,0.717068845,1.116769613,-0.144439146,0.047963588
HOXB6,1.22E-22,0.639143204,0.047,0.033,4.45E-18,0.048270511,0.075135381,-1.316318102,-1.124155509
MAPKAPK5-AS1,1.03E-100,0.63851392,0.168,0.116,3.76E-96,0.200273104,0.311728796,-0.698377372,-0.506223078
MALAT1,0,0.638411128,0.997,0.992,0,186.3556846,290.0838043,2.270342645,2.462523482
WSB1,0,0.638354857,0.578,0.39,0,1.20073292,1.86896332,0.079446418,0.271600778
LARP1B,2.37E-291,0.638341372,0.438,0.321,8.68E-287,0.864804685,1.346060579,-0.063081966,0.129064606
AC025181.2,9.89E-58,0.638127277,0.064,0.039,3.62E-53,0.056759564,0.088294031,-1.245960948,-1.054068658
ZNF28,2.54E-78,0.638030819,0.088,0.055,9.29E-74,0.092584342,0.144038771,-1.033462458,-0.841520592
DBP,2.77E-82,0.637451879,0.075,0.043,1.02E-77,0.073770105,0.114713925,-1.132119597,-0.940383861
HLA-DRB1,1.50E-109,0.637276943,0.374,0.331,5.48E-105,1.777582166,2.764793305,0.249829684,0.441662669
TUBA4A,0,0.636494014,0.263,0.143,0,0.337886639,0.525219254,-0.471228981,-0.279659362
MXD4,3.02E-131,0.636406518,0.226,0.158,1.10E-126,0.292840835,0.455165837,-0.533368363,-0.341830342
MAPRE2,0,0.635938408,0.24,0.129,0,0.350312437,0.544326048,-0.455544444,-0.264140882
HDHD3,7.87E-282,0.635411703,0.466,0.352,2.88E-277,0.84715639,1.315915285,-0.072036409,0.119227931
STPG2,4.68E-34,0.635231116,0.064,0.044,1.71E-29,0.087206685,0.135406913,-1.059450221,-0.868359162
PLEKHG1,5.18E-188,0.635229901,0.305,0.219,1.90E-183,0.607753324,0.943912155,-0.216272657,-0.025068421
KIAA0355,2.08E-205,0.635037355,0.236,0.152,7.61E-201,0.322609385,0.500963926,-0.491323003,-0.300193546
SLC25A45,1.50E-128,0.634549379,0.118,0.069,5.50E-124,0.128482832,0.199422185,-0.891154901,-0.700226529
OSER1-DT,3.54E-57,0.634275333,0.049,0.028,1.30E-52,0.050533666,0.078394884,-1.296419195,-1.105712278
ARFGAP1,1.69E-105,0.633883123,0.131,0.083,6.18E-101,0.165260983,0.256400068,-0.781829668,-0.591081865
FAM227A,8.69E-13,0.633675268,0.01,0.006,3.18E-08,0.009756183,0.01509549,-2.01072006,-1.821152798
C16orf58,3.80E-84,0.633597482,0.128,0.086,1.39E-79,0.144657493,0.224384449,-0.839659067,-0.649007245
