Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,log(Epithelialcells),log(Gobletcells)
PRPF6,2.34E-08,0.154020288,0.144,0.23,0.000856809,0.386438176,0.42911357,-0.412919976,-0.367427752
VRK1,4.93E-13,0.153246695,0.062,0.143,1.81E-08,0.21683358,0.240270999,-0.66387346,-0.619298646
TUBGCP3,5.60E-11,0.153199805,0.069,0.144,2.05E-06,0.204755449,0.226831879,-0.688764531,-0.644295909
DLAT,2.19E-10,0.152710397,0.051,0.114,8.03E-06,0.134046025,0.148150092,-0.872746059,-0.829298075
OSR2,6.43E-08,0.152636973,0.04,0.088,0.002353205,0.160729636,0.177803993,-0.79390404,-0.750058491
RARS,5.53E-13,0.152617037,0.195,0.323,2.02E-08,0.618754917,0.68693512,-0.208481337,-0.163084279
MYO1A,9.42E-11,0.152538702,0.147,0.246,3.45E-06,0.4418709,0.490286998,-0.354704599,-0.309549624
ADNP,3.49E-10,0.152480476,0.232,0.355,1.28E-05,0.853869734,0.94819516,-0.06860838,-0.023102266
PYCARD,2.83E-10,0.152374238,0.17,0.275,1.03E-05,0.518009843,0.574851602,-0.285661988,-0.240444254
CBLC,6.65E-18,0.152253168,0.165,0.308,2.43E-13,0.554539034,0.615398315,-0.256067879,-0.210843697
CEP120,1.21E-08,0.152235825,0.028,0.074,0.000442778,0.090506986,0.099716563,-1.043317895,-1.001232701
KIF13A,5.52E-09,0.152111668,0.218,0.332,0.000202197,0.787813144,0.874550836,-0.103576778,-0.058214941
UBE2V2,1.04E-11,0.151748702,0.189,0.309,3.82E-07,0.603202005,0.669243294,-0.219537224,-0.174415972
C7orf50,1.45E-09,0.151742186,0.178,0.282,5.32E-05,0.563792979,0.625460379,-0.248880337,-0.203800196
HEXIM2,1.33E-06,0.151631877,0.036,0.076,0.048618235,0.084989789,0.093545817,-1.070633251,-1.028975628
MTF2,3.85E-12,0.151530986,0.198,0.323,1.41E-07,0.65602996,0.727820697,-0.183076326,-0.137975598
DDX3X,2.39E-08,0.151345357,0.209,0.315,0.000876374,0.72983126,0.80969101,-0.136777539,-0.091680683
TMEM138,2.28E-07,0.151208588,0.044,0.09,0.008338279,0.099757731,0.109917907,-1.001053438,-0.958931548
MGAT1,9.11E-10,0.151084631,0.127,0.214,3.33E-05,0.348836108,0.386486007,-0.457378567,-0.412866225
POM121C,3.46E-09,0.150851367,0.073,0.139,0.000126711,0.200440112,0.221670518,-0.698015363,-0.654292064
TSC22D2,1.03E-10,0.150843775,0.232,0.358,3.75E-06,1.148825746,1.274584723,0.06025416,0.105368709
MID1IP1,2.00E-07,0.149994965,0.093,0.157,0.007336278,0.226306973,0.250239428,-0.645302064,-0.601644261
SPPL3,1.35E-08,0.149746702,0.289,0.419,0.000494617,1.183060933,1.311594836,0.073007113,0.117799698
RNF13,2.32E-10,0.149694262,0.183,0.292,8.50E-06,0.544055691,0.602676662,-0.264356642,-0.219915626
VPS13D,1.07E-10,0.14958402,0.11,0.196,3.91E-06,0.354219299,0.392054604,-0.450727781,-0.406653442
CFAP20,3.90E-08,0.149561162,0.125,0.203,0.001429103,0.312324268,0.345577068,-0.50539427,-0.461455084
PTBP1,1.84E-08,0.149544739,0.264,0.385,0.000675008,0.918075057,1.017483644,-0.037121812,0.007527437
PAXX,2.98E-08,0.14910337,0.147,0.234,0.001089353,0.397642544,0.440074888,-0.400507156,-0.356473413
SNAPC5,1.71E-10,0.149061077,0.077,0.152,6.25E-06,0.185350721,0.204662685,-0.73200572,-0.688961332
SMARCA5,1.27E-12,0.14895866,0.153,0.264,4.64E-08,0.488821973,0.541127573,-0.31084928,-0.266700336
PIP5K1A,8.38E-10,0.14890899,0.12,0.207,3.07E-05,0.36014884,0.39844506,-0.443517979,-0.399631554
IMPACT,1.12E-07,0.148847362,0.068,0.124,0.004088441,0.150950143,0.166492891,-0.821166472,-0.778604304
RHBDD2,2.87E-11,0.148518095,0.081,0.161,1.05E-06,0.204117618,0.225387139,-0.690119508,-0.647070869
ECHDC2,3.22E-14,0.148488925,0.218,0.361,1.18E-09,0.781653097,0.865527463,-0.106985947,-0.062719147
TXNDC9,1.56E-08,0.148416632,0.08,0.145,0.000570961,0.179562368,0.198155356,-0.745784677,-0.702994184
ERGIC2,1.26E-13,0.148040445,0.132,0.245,4.62E-09,0.388421215,0.429532311,-0.410697058,-0.367004162
AC079447.1,2.95E-07,0.147833862,0.045,0.091,0.010779629,0.130179364,0.143363309,-0.885457855,-0.843561984
CEP295,9.33E-11,0.147700375,0.055,0.122,3.41E-06,0.168118138,0.185378623,-0.774385429,-0.731940349
TMED7,2.13E-08,0.147517499,0.143,0.228,0.000781327,0.344783951,0.381040993,-0.462452958,-0.4190283
PHKG2,4.74E-08,0.147505625,0.061,0.116,0.001734983,0.146608299,0.16152805,-0.833841445,-0.791752051
FASTKD3,3.16E-09,0.147338569,0.018,0.061,0.000115545,0.052642432,0.057439748,-1.278664058,-1.240787474
DDX23,3.32E-08,0.147034457,0.079,0.142,0.001215597,0.194992759,0.215050697,-0.709981516,-0.667459147
ZNF76,6.10E-10,0.146925884,0.057,0.121,2.23E-05,0.160946971,0.177338688,-0.793317193,-0.751196508
PTPN12,2.17E-08,0.146889849,0.163,0.258,0.000792646,0.542795514,0.600109324,-0.265363751,-0.221769625
CEP44,4.22E-07,0.146756589,0.044,0.089,0.015452544,0.115538071,0.127046592,-0.937274889,-0.896036982
BCL7C,5.13E-12,0.14647917,0.098,0.187,1.88E-07,0.287571801,0.317440096,-0.541253703,-0.498338218
SERINC2,1.97E-08,0.146313827,0.181,0.28,0.000721442,0.484023993,0.534824738,-0.31513311,-0.271788513
CNOT2,1.21E-10,0.146058238,0.242,0.374,4.42E-06,0.877449327,0.970071504,-0.056777955,-0.013196253
ZC2HC1A,1.81E-08,0.145900017,0.052,0.106,0.000660749,0.178948862,0.197129671,-0.74727106,-0.705248002
SPIN1,9.63E-08,0.14573497,0.178,0.269,0.003524914,0.539858046,0.596378722,-0.267720422,-0.22447786
SVIP,1.14E-10,0.145695736,0.147,0.249,4.16E-06,0.404820081,0.446974838,-0.392737953,-0.349716924
NSMCE2,6.46E-09,0.145688937,0.276,0.403,0.000236525,1.116369608,1.234130657,0.047808005,0.091361141
ZNF146,2.42E-12,0.145290411,0.135,0.242,8.87E-08,0.400359749,0.441916113,-0.397549592,-0.354660163
ALS2,1.42E-09,0.145088858,0.091,0.166,5.21E-05,0.247633516,0.272969778,-0.606190576,-0.563885434
SLC35A3,6.39E-10,0.144346534,0.177,0.286,2.34E-05,0.512458882,0.565521827,-0.290340976,-0.247550628
COX20,4.83E-08,0.144196292,0.217,0.325,0.001768702,0.649007538,0.716364792,-0.187750259,-0.144865767
TRIM14,1.79E-14,0.144073506,0.083,0.177,6.55E-10,0.259518385,0.285910141,-0.58583187,-0.54377044
RBFA,3.52E-13,0.143869147,0.077,0.164,1.29E-08,0.226540047,0.249432933,-0.644855013,-0.603046206
GTF3C1,8.38E-09,0.143674012,0.055,0.113,0.000306756,0.173391759,0.190685376,-0.760971548,-0.719682613
FAM185A,6.80E-08,0.143028881,0.054,0.108,0.002487913,0.138107104,0.151637678,-0.859783982,-0.819192875
VBP1,3.59E-10,0.142875802,0.132,0.226,1.31E-05,0.353435859,0.389366791,-0.45168939,-0.409641092
PABPN1,4.76E-10,0.142758332,0.215,0.336,1.74E-05,0.699082794,0.770934037,-0.155471387,-0.11298278
PCTP,2.70E-07,0.142431786,0.04,0.085,0.009897298,0.10389424,0.113811639,-0.98340853,-0.943813321
DRAP1,1.83E-07,0.142407412,0.182,0.274,0.00668926,0.515593346,0.568220692,-0.287692696,-0.245482955
DHDDS,7.56E-08,0.142322911,0.076,0.137,0.002767296,0.196272406,0.215758988,-0.707140754,-0.666031104
ARFGEF1,5.16E-11,0.142276478,0.219,0.343,1.89E-06,0.778108929,0.857893114,-0.108959601,-0.066566818
CFAP298,2.01E-15,0.142275257,0.131,0.25,7.37E-11,0.388523914,0.427929111,-0.410582245,-0.368628169
A1CF,7.61E-12,0.141626141,0.22,0.35,2.78E-07,0.751520765,0.82817541,-0.124059015,-0.081877669
MARVELD2,1.04E-14,0.141527554,0.119,0.228,3.79E-10,0.333265305,0.366752681,-0.477209897,-0.435626703
RABL3,6.72E-08,0.141424639,0.062,0.117,0.002460823,0.145280264,0.159380128,-0.837793381,-0.797565829
PIK3C3,2.46E-12,0.141081035,0.097,0.187,9.02E-08,0.299111887,0.328976879,-0.524166328,-0.482834624
CNOT10,1.38E-10,0.141079564,0.101,0.185,5.03E-06,0.286965794,0.315582682,-0.542169867,-0.500886837
ANKS4B,1.02E-13,0.140987895,0.101,0.201,3.73E-09,0.272775041,0.299915001,-0.56419537,-0.523001812
FAM102B,6.28E-08,0.140782135,0.084,0.148,0.002297975,0.235044984,0.258274615,-0.628849013,-0.587918277
INTU,1.12E-13,0.14071145,0.049,0.127,4.10E-09,0.174559641,0.191579935,-0.758056159,-0.717649979
POLR3D,4.07E-09,0.140631372,0.062,0.125,0.000149058,0.155847161,0.170940849,-0.807301105,-0.767154144
CXXC5,2.97E-11,0.140555871,0.152,0.258,1.09E-06,0.402639033,0.442977883,-0.395084125,-0.353617957
GANAB,9.25E-11,0.140520843,0.167,0.273,3.38E-06,0.505074604,0.555882143,-0.296644468,-0.255017277
INPP5B,5.64E-09,0.140409774,0.065,0.127,0.000206381,0.190256019,0.208840527,-0.720661594,-0.680185219
TPD52L2,4.62E-11,0.140173255,0.107,0.196,1.69E-06,0.295996351,0.325335954,-0.528713643,-0.487667939
ZNF689,5.62E-07,0.140157208,0.02,0.055,0.020585138,0.058179355,0.063252004,-1.235231096,-1.198925709
TOB2,4.65E-10,0.140116898,0.134,0.224,1.70E-05,0.365428955,0.401837552,-0.437197044,-0.39594948
MAML1,1.23E-08,0.140004068,0.054,0.111,0.000450471,0.132855288,0.145531222,-0.876621154,-0.837043824
SP1,4.51E-11,0.139947077,0.076,0.152,1.65E-06,0.210573428,0.231160313,-0.676596433,-0.636086727
MIR210HG,1.24E-06,0.139938287,0.047,0.091,0.045405802,0.108374331,0.118550009,-0.965073569,-0.92609841
MPHOSPH8,2.38E-11,0.139825838,0.2,0.322,8.70E-07,0.636353136,0.700253018,-0.196301811,-0.154745011
ZC3H18,4.18E-10,0.139665229,0.069,0.139,1.53E-05,0.192018148,0.210673572,-0.716657722,-0.676389941
RANBP10,2.88E-08,0.139478718,0.073,0.134,0.001053303,0.218134,0.239413019,-0.661276637,-0.620852238
NUDT3,5.77E-08,0.139428938,0.04,0.088,0.002111865,0.111073813,0.121481247,-0.954388319,-0.915490759
PIH1D1,2.13E-09,0.139393894,0.175,0.276,7.78E-05,0.48621295,0.534672381,-0.313173478,-0.271912249
PDX1,8.79E-08,0.139380467,0.03,0.073,0.003216232,0.069073254,0.075216375,-1.160690085,-1.123687603
ATP6V1A,1.62E-16,0.138947645,0.113,0.23,5.94E-12,0.360823819,0.396440574,-0.442704801,-0.401821904
USP42,1.77E-07,0.138942819,0.068,0.123,0.006473472,0.18109984,0.198545539,-0.742081934,-0.702139866
NBN,5.72E-14,0.138580282,0.063,0.148,2.09E-09,0.212422506,0.232976089,-0.672799472,-0.632688649
PDCD10,3.38E-10,0.138366576,0.162,0.263,1.24E-05,0.441763535,0.485367545,-0.354810136,-0.313929267
DENND4A,4.96E-09,0.138311982,0.198,0.304,0.000181442,0.705739058,0.775884985,-0.151355847,-0.110202653
ZNF16,9.61E-07,0.138049717,0.027,0.064,0.035173453,0.074694916,0.081332387,-1.126708956,-1.089736483
TTC8,8.51E-13,0.138016987,0.061,0.139,3.11E-08,0.191400669,0.209752547,-0.718056549,-0.678292756
TMEM117,3.05E-09,0.137945318,0.226,0.343,0.000111666,0.903317564,0.993090516,-0.044159545,-0.003011166
LEMD2,1.20E-07,0.137907015,0.049,0.099,0.004407506,0.121973273,0.133344995,-0.913735321,-0.87502328
HUS1,1.22E-07,0.137443659,0.054,0.106,0.004472262,0.129296845,0.141357487,-0.888412073,-0.849681184
HPS1,9.42E-16,0.137288188,0.121,0.239,3.45E-11,0.359477593,0.394503193,-0.444328175,-0.403949477
IBTK,7.70E-12,0.137206393,0.19,0.312,2.82E-07,0.621208865,0.682325887,-0.206762355,-0.166008151
RBBP4,8.87E-10,0.136884642,0.214,0.329,3.25E-05,0.724640453,0.795899486,-0.139877425,-0.099141776
DNAJC7,9.48E-11,0.136791773,0.219,0.344,3.47E-06,0.69662741,0.76504905,-0.156999441,-0.11631072
ZNF880,4.21E-10,0.136299829,0.043,0.102,1.54E-05,0.114193488,0.124644924,-0.942358663,-0.904325404
SRGAP3,5.92E-13,0.136054432,0.052,0.127,2.17E-08,0.228634722,0.250382552,-0.640857815,-0.601395939
MIR181A2HG,1.15E-09,0.136048569,0.076,0.146,4.20E-05,0.251761329,0.275795156,-0.599010978,-0.559413366
CHP1,1.13E-08,0.136046273,0.156,0.247,0.000414462,0.458495449,0.502972662,-0.338664971,-0.298455619
DGLUCY,4.71E-13,0.136027547,0.165,0.284,1.72E-08,0.535318232,0.587384774,-0.271387965,-0.231077316
TIMM10B,2.79E-10,0.135946698,0.101,0.184,1.02E-05,0.239817487,0.262651564,-0.620119153,-0.580620009
VPS16,3.60E-07,0.135883122,0.034,0.075,0.013159073,0.096492025,0.105158921,-1.015508581,-0.978153877
PUS7L,1.21E-12,0.135789089,0.106,0.202,4.43E-08,0.300758262,0.329578015,-0.521782433,-0.482041766
LNX1,9.59E-12,0.135783321,0.12,0.216,3.51E-07,0.374452908,0.410544204,-0.426602793,-0.386640074
CLDND2,3.32E-08,0.135433646,0.043,0.093,0.001213349,0.121523061,0.132620555,-0.915341298,-0.877389159
SLC35E2B,6.60E-08,0.135413996,0.038,0.084,0.002416178,0.103605323,0.11293775,-0.984617932,-0.94716087
DCDC2,6.85E-10,0.135362897,0.086,0.161,2.51E-05,0.22857428,0.250195755,-0.640972639,-0.601720063
DERL2,2.72E-10,0.135169149,0.117,0.204,9.97E-06,0.298433949,0.326883435,-0.525151774,-0.485607087
TRIM44,4.42E-11,0.135113496,0.172,0.284,1.62E-06,0.556372439,0.610133476,-0.254634392,-0.214575146
PDRG1,4.48E-10,0.135020104,0.069,0.139,1.64E-05,0.166837163,0.182342077,-0.777707203,-0.739113103
CHORDC1,1.14E-09,0.134909719,0.128,0.217,4.18E-05,0.40045358,0.438844513,-0.39744782,-0.357689327
ZNF148,2.42E-08,0.13484202,0.273,0.397,0.000887149,1.035336882,1.135908334,0.015081685,0.055343286
LRIG2,3.70E-12,0.134774285,0.076,0.158,1.35E-07,0.237181407,0.259543284,-0.62491936,-0.585790204
EAPP,1.42E-11,0.134708326,0.214,0.342,5.20E-07,0.708194881,0.776643333,-0.149847217,-0.109778381
SNHG19,2.61E-09,0.134633385,0.149,0.24,9.56E-05,0.459005583,0.503039494,-0.338182032,-0.298397917
PELO,6.53E-09,0.134419413,0.047,0.102,0.000239114,0.128859046,0.140579087,-0.889885088,-0.852079281
IDH3G,6.37E-11,0.134418653,0.153,0.255,2.33E-06,0.406899783,0.445770543,-0.390512542,-0.350888633
DNAH14,2.47E-10,0.134327112,0.238,0.361,9.06E-06,0.949313009,1.04108453,-0.022590568,0.017485993
CHST12,1.37E-07,0.134187564,0.054,0.104,0.005005221,0.133946893,0.146140139,-0.873067355,-0.835230484
EIF2B5,2.30E-10,0.134127612,0.076,0.149,8.41E-06,0.18577659,0.203013442,-0.731009013,-0.692475205
H2AFY2,2.30E-15,0.134064161,0.151,0.279,8.40E-11,0.52259246,0.572619724,-0.28183686,-0.242133697
ASCC1,7.11E-10,0.13381205,0.083,0.158,2.60E-05,0.225963307,0.247061273,-0.645962078,-0.607195325
BLMH,2.38E-10,0.133679393,0.069,0.139,8.71E-06,0.201314297,0.21999634,-0.696125382,-0.657584545
SMG1,3.72E-08,0.133605946,0.207,0.312,0.001362163,0.686926591,0.752717446,-0.163089672,-0.123368018
GNAI2,3.91E-07,0.13353376,0.141,0.217,0.014297596,0.391714004,0.428838214,-0.407030901,-0.367706521
LRSAM1,1.00E-09,0.133356209,0.055,0.117,3.66E-05,0.170421787,0.186062652,-0.768474885,-0.730340792
DCP1A,3.28E-10,0.133036333,0.19,0.302,1.20E-05,0.590358618,0.646523603,-0.228884092,-0.189415615
RAB35,1.52E-07,0.132897414,0.039,0.084,0.005549184,0.118493986,0.12906471,-0.926303692,-0.889192491
NCAPD3,3.48E-10,0.132828644,0.029,0.082,1.27E-05,0.111174975,0.12103365,-0.95399296,-0.917093871
ZBTB8A,1.85E-08,0.132551708,0.059,0.116,0.000676139,0.163673385,0.17856063,-0.786021935,-0.748214292
SETD3,1.57E-12,0.131896465,0.098,0.19,5.76E-08,0.292003641,0.319094863,-0.534611733,-0.496080187
DDX6,1.71E-10,0.131872618,0.193,0.306,6.26E-06,0.630513403,0.689999803,-0.200305677,-0.161151033
ZNF667-AS1,3.68E-15,0.131736199,0.064,0.155,1.35E-10,0.195822463,0.213682123,-0.708137492,-0.67023181
PRPSAP2,5.90E-13,0.131699643,0.139,0.248,2.16E-08,0.389397539,0.425754375,-0.409606798,-0.370840881
PRKAA2,2.99E-10,0.131685459,0.052,0.115,1.10E-05,0.148161846,0.161458898,-0.829263619,-0.791938016
ALG8,2.22E-12,0.131625679,0.095,0.186,8.12E-08,0.252354939,0.275598568,-0.597988192,-0.559723043
EIPR1,1.51E-15,0.130803564,0.086,0.189,5.53E-11,0.26284018,0.28692139,-0.580308244,-0.542237074
SERPINB1,1.06E-06,0.130188505,0.235,0.337,0.038766339,0.766466004,0.8379853,-0.115507103,-0.0767636
UCKL1,5.28E-10,0.130168094,0.066,0.134,1.93E-05,0.173547123,0.189070433,-0.760582581,-0.72337638
FAM192A,1.15E-14,0.129985024,0.105,0.208,4.22E-10,0.313624474,0.342330503,-0.503590054,-0.465554402
KANSL1L,3.89E-08,0.129939651,0.092,0.159,0.001422416,0.274129434,0.299102344,-0.56204433,-0.524180183
MED4,1.00E-09,0.129750414,0.185,0.292,3.67E-05,0.53129281,0.58042658,-0.274666062,-0.236252708
PRKAR1A,1.81E-07,0.129413685,0.159,0.242,0.006636373,0.437729593,0.477946881,-0.358794091,-0.320620368
TMOD3,4.01E-07,0.129259061,0.246,0.355,0.014659598,0.79165844,0.864998813,-0.101462154,-0.062984489
PARP4,3.00E-16,0.129150396,0.137,0.263,1.10E-11,0.482527482,0.52685269,-0.316477947,-0.278310798
LINC02615,3.76E-07,0.12893282,0.039,0.081,0.013775966,0.104588829,0.113503035,-0.980514699,-0.944992524
DDX19A,2.39E-08,0.128915401,0.063,0.122,0.000873068,0.167254556,0.18202483,-0.776622043,-0.739869365
CRY2,2.43E-07,0.128839744,0.054,0.103,0.008890961,0.150567346,0.16376921,-0.822269205,-0.785767746
FOXA1,9.12E-14,0.128779897,0.081,0.171,3.34E-09,0.225673223,0.245880791,-0.646519968,-0.609275399
H6PD,3.26E-11,0.128507251,0.054,0.122,1.19E-06,0.163477654,0.177844327,-0.786541602,-0.749959983
ITFG2,1.48E-12,0.128411124,0.093,0.184,5.42E-08,0.280342038,0.305575614,-0.552311774,-0.514881307
MFHAS1,1.43E-10,0.128402059,0.105,0.188,5.25E-06,0.347910154,0.379431202,-0.458532896,-0.420866959
IGSF8,1.15E-06,0.128381491,0.067,0.117,0.04194564,0.145800972,0.158506955,-0.836239581,-0.799951677
PEF1,4.60E-09,0.128210502,0.135,0.223,0.000168402,0.331119445,0.361029518,-0.480015314,-0.442457288
TIMM17B,3.05E-11,0.128155135,0.174,0.287,1.12E-06,0.477193855,0.520659659,-0.321305157,-0.283446071
CUL4A,2.36E-14,0.128043661,0.17,0.295,8.63E-10,0.547962988,0.597956636,-0.261248774,-0.22333031
ANAPC15,5.82E-10,0.12760301,0.117,0.202,2.13E-05,0.300893385,0.32785588,-0.521587359,-0.484317023
SLC2A13,1.12E-11,0.127593369,0.195,0.312,4.09E-07,0.95314264,1.040416282,-0.020842101,0.01720714
STT3B,6.44E-08,0.127372054,0.194,0.293,0.002356003,0.578634226,0.63118019,-0.237595882,-0.19984664
MSH3,2.95E-13,0.127336669,0.155,0.272,1.08E-08,0.495845041,0.540736097,-0.304654026,-0.267014638
BEX5,1.00E-07,0.127284909,0.049,0.1,0.003662743,0.159309546,0.173140407,-0.7977582,-0.761601565
CHMP6,1.25E-07,0.127025734,0.068,0.123,0.004583261,0.152993094,0.16621133,-0.815328171,-0.779339375
TMUB2,3.14E-10,0.126550644,0.082,0.156,1.15E-05,0.211601604,0.23013808,-0.674481044,-0.638011514
RLF,2.33E-11,0.126354888,0.216,0.343,8.53E-07,0.817065457,0.890990118,-0.08774315,-0.050127113
HDAC10,1.68E-08,0.126256478,0.045,0.096,0.000613278,0.114931594,0.124579735,-0.93956057,-0.904552597
SF3B3,8.65E-14,0.126193576,0.122,0.229,3.17E-09,0.389687816,0.424446039,-0.409283172,-0.372177515
ST7L,2.89E-08,0.126032422,0.087,0.153,0.001056306,0.22237352,0.24181038,-0.652916929,-0.61652506
PES1,1.14E-13,0.125976467,0.084,0.179,4.18E-09,0.241846973,0.263051297,-0.616459344,-0.579959553
USP16,3.26E-10,0.12570561,0.165,0.269,1.19E-05,0.467655732,0.509368414,-0.330073738,-0.292967989
SDHAF1,2.65E-17,0.125631449,0.06,0.157,9.70E-13,0.183460442,0.199289348,-0.736457564,-0.700515913
NUTM2B-AS1,5.60E-08,0.125600612,0.192,0.29,0.002050475,0.593438975,0.646555996,-0.226623934,-0.189393857
AFMID,2.33E-11,0.125546827,0.096,0.18,8.51E-07,0.316259247,0.344150632,-0.499956767,-0.463251428
IMP4,4.08E-15,0.124951706,0.122,0.236,1.49E-10,0.35939376,0.391045281,-0.444429467,-0.407772951
NEK9,8.25E-09,0.124911613,0.089,0.159,0.000302057,0.239087128,0.259847113,-0.621443805,-0.585282104
USP32,7.14E-11,0.124762917,0.142,0.242,2.61E-06,0.474889278,0.516922056,-0.323407636,-0.286574937
FOXRED1,1.94E-12,0.12430909,0.081,0.166,7.10E-08,0.223713296,0.242980991,-0.650308204,-0.6144277
NUP107,6.88E-15,0.124127612,0.096,0.197,2.52E-10,0.321948085,0.350011357,-0.492214154,-0.455917864
LYRM9,1.18E-07,0.123952397,0.031,0.073,0.004304806,0.080007109,0.086321753,-1.096871424,-1.063879747
PPIL2,2.99E-10,0.123890273,0.082,0.156,1.10E-05,0.227331365,0.246852708,-0.64334064,-0.607562104
ST3GAL3,1.05E-06,0.123837771,0.047,0.091,0.038514972,0.162364125,0.176053466,-0.789509923,-0.75435542
PDHX,1.99E-14,0.123494817,0.109,0.215,7.28E-10,0.337408214,0.366699293,-0.471844349,-0.435689928
MOB4,2.43E-10,0.123450061,0.162,0.263,8.88E-06,0.463462049,0.504002969,-0.333985823,-0.297566905
MIF4GD,2.36E-10,0.123389133,0.04,0.099,8.64E-06,0.108415135,0.117232317,-0.964910083,-0.930952653
MED1,7.86E-07,0.123336264,0.077,0.132,0.028783494,0.174083216,0.188757002,-0.7592431,-0.72409693
KIF21A,1.69E-10,0.123167357,0.117,0.205,6.20E-06,0.320397792,0.348089423,-0.494310485,-0.458309173
CCDC88C,7.87E-11,0.123104695,0.081,0.158,2.88E-06,0.220855254,0.239664872,-0.655892264,-0.620395616
PEX26,1.39E-09,0.12215071,0.062,0.125,5.09E-05,0.165387931,0.179137664,-0.781496185,-0.746813093
CD27-AS1,4.33E-11,0.122003147,0.085,0.166,1.59E-06,0.210675905,0.228403655,-0.676385132,-0.64129695
HSCB,1.27E-16,0.121852165,0.095,0.204,4.63E-12,0.284526776,0.308739079,-0.545876857,-0.510408396
SEPSECS,6.88E-09,0.121782976,0.04,0.092,0.000251724,0.105555474,0.11398936,-0.976519239,-0.943135686
RDH14,1.22E-10,0.121753507,0.097,0.18,4.45E-06,0.24586004,0.266646312,-0.609312052,-0.574064419
SAFB,2.17E-11,0.12163558,0.164,0.274,7.93E-07,0.527453231,0.572988711,-0.277816043,-0.241853935
ZNF611,1.27E-12,0.121252232,0.091,0.18,4.64E-08,0.291487289,0.316181153,-0.535380379,-0.500064021
ZNF426,6.71E-08,0.120766732,0.055,0.109,0.002457429,0.139341319,0.150644248,-0.855920082,-0.822047445
SMARCA4,2.99E-12,0.120635577,0.172,0.289,1.10E-07,0.546444155,0.593238266,-0.262454215,-0.226770843
ACSS1,9.84E-09,0.120565489,0.127,0.208,0.000360188,0.350548139,0.380238912,-0.455252334,-0.419943441
E2F6,6.40E-07,0.120349387,0.036,0.077,0.023406647,0.089302297,0.096208101,-1.049137369,-1.016788357
PYM1,1.57E-13,0.120310438,0.083,0.176,5.73E-09,0.215904705,0.233818338,-0.665737894,-0.63112143
ADAM17,1.17E-08,0.120082679,0.112,0.188,0.000426808,0.321888874,0.348964582,-0.492294034,-0.457218649
TBC1D14,8.94E-13,0.120053618,0.129,0.233,3.27E-08,0.400028696,0.433877959,-0.397908854,-0.362632411
GRB7,5.48E-14,0.120000544,0.071,0.16,2.01E-09,0.206415388,0.223455555,-0.68525793,-0.650808845
SELENBP1,1.74E-11,0.119942112,0.124,0.221,6.37E-07,0.329393173,0.357085353,-0.482285407,-0.447227964
ARSD,1.94E-07,0.119886443,0.078,0.137,0.007093391,0.178788407,0.193416973,-0.747660646,-0.713505418
XPNPEP1,4.36E-13,0.119844075,0.169,0.289,1.59E-08,0.5400107,0.585921702,-0.267597635,-0.232160416
NORAD,6.74E-10,0.119673078,0.186,0.296,2.47E-05,0.585434129,0.635204193,-0.232521963,-0.197086644
WDR11,1.21E-11,0.119623453,0.099,0.188,4.44E-07,0.279480676,0.3027788,-0.553648215,-0.518874536
